,0
0,0.99999994
1,0.99999994
2,0.99999994
3,0.9999836
4,0.99999994
5,0.99999994
6,1.191231e-12
7,0.9998658
8,0.99999994
9,9.154564e-32
10,0.99999994
11,0.99999994
12,1.9850785e-28
13,0.99999994
14,0.99999994
15,0.99999994
16,0.99999994
17,0.99999994
18,3.5333116e-08
19,7.1733055e-09
20,0.9672115
21,0.84763706
22,0.99999994
23,0.99999994
24,0.012493953
25,0.99999994
26,0.0
27,0.99999994
28,0.99999994
29,7.769476e-12
30,0.99999994
31,4.93294e-16
32,0.99999994
33,0.99999994
34,0.99999994
35,0.99999994
36,0.99999994
37,0.99999994
38,0.99999994
39,3.0027802e-05
40,0.99999994
41,0.99999994
42,0.99999994
43,0.99999994
44,4.316623e-25
45,0.99999994
46,0.99999994
47,0.9999977
48,0.99999994
49,0.99999994
50,2.8707962e-20
51,1.491562e-34
52,0.99999994
53,0.99999994
54,8.790265e-15
55,0.0
56,0.99999994
57,0.012857204
58,0.99999994
59,1.897533e-18
60,0.99990326
61,0.99999994
62,2.145315e-15
63,0.99999994
64,0.99999946
65,0.99999994
66,0.99999994
67,0.0
68,0.99999994
69,0.99999994
70,0.99999994
71,0.56844574
72,0.99999994
73,0.99999994
74,0.99999994
75,0.9999997
76,0.9999966
77,0.99999994
78,3.780723e-20
79,0.99999994
80,3.9651827e-15
81,4.1098204e-08
82,0.99999994
83,0.99999994
84,0.9908299
85,5.615023e-13
86,0.99999994
87,9.568342e-32
88,0.99999994
89,0.99999994
90,0.0
91,0.99999994
92,0.99999994
93,0.99999994
94,0.99999994
95,0.99998003
96,2.3283942e-06
97,0.99999994
98,0.0
99,8.779942e-23
100,4.624753e-13
101,0.99999994
102,0.99999994
103,0.99999994
104,0.9998152
105,0.99999994
106,1.0246444e-13
107,0.99999994
108,0.99998885
109,0.0
110,0.99999994
111,0.0
112,0.98979175
113,7.2874824e-19
114,0.99999994
115,0.99999994
116,0.99999994
117,0.98654157
118,0.99999994
119,1.4016028e-14
120,7.383043e-18
121,0.99999994
122,4.0244257e-25
123,0.99999994
124,0.99999994
125,0.0
126,0.99999994
127,4.2038817e-15
128,0.99999994
129,0.99999994
130,0.99999994
131,0.99999994
132,0.0
133,0.99999994
134,0.99999994
135,7.558529e-26
136,0.99999994
137,0.99999994
138,0.0
139,0.99999994
140,0.99999994
141,0.99999994
142,0.99999994
143,1.7789998e-12
144,0.9816483
145,8.198207e-05
146,0.99999994
147,0.99999994
148,3.2607912e-20
149,3.361812e-12
150,0.0040841103
151,0.99999994
152,0.99999994
153,0.99999994
154,0.5201031
155,0.99999994
156,1.0484072e-14
157,8.915364e-27
158,0.99999994
159,0.99999994
160,0.99999994
161,0.978044
162,4.827155e-14
163,0.99999994
164,0.99999994
165,7.85452e-21
166,0.99999994
167,0.99999994
168,0.99999994
169,3.8454248e-22
170,0.99999994
171,0.99999994
172,0.99999994
173,0.99999994
174,0.99999636
175,0.99999994
176,0.99999994
177,0.99999994
178,0.0
179,0.99999994
180,0.99999994
181,0.99999887
182,0.99999994
183,0.99999994
184,0.99999994
185,0.99999994
186,0.99999994
187,3.6328635e-20
188,0.99999994
189,0.9999998
190,0.99999994
191,0.95953554
192,0.99999994
193,0.99999994
194,5.2231175e-24
195,0.99999994
196,0.99999994
197,0.99999994
198,0.99999994
199,4.8064952e-14
200,0.99999994
201,0.99999994
202,0.00019425168
203,0.99999994
204,0.99999994
205,6.5449294e-06
206,2.3324962e-07
207,1.0720635e-27
208,0.99999994
209,0.99999994
210,0.99999994
211,0.99999994
212,0.9997721
213,0.0
214,3.968224e-15
215,0.99999994
216,0.99999994
217,1.0783501e-14
218,0.99999994
219,0.99999994
220,2.113388e-27
221,2.3725563e-22
222,0.99999994
223,0.99999994
224,0.99999994
225,0.99999994
226,0.99999994
227,0.0
228,0.99999994
229,0.99999994
230,0.00038258196
231,0.99999994
232,2.475422e-21
233,8.268569e-14
234,0.99999994
235,0.99999994
236,0.99999994
237,2.7406822e-12
238,8.007696e-36
239,0.99999994
240,0.99999994
241,1.557924e-10
242,0.99999994
243,0.99999994
244,1.1424425e-05
245,0.99999994
246,0.99921685
247,2.75655e-07
248,0.99999994
249,0.99999994
250,0.99999994
251,8.926488e-28
252,0.99999994
253,9.838023e-30
254,0.99999994
255,0.99999994
256,0.99999994
257,0.99999994
258,0.99999994
259,0.99999994
260,0.99999994
261,0.99999994
262,2.7625723e-31
263,0.99999994
264,8.1911345e-18
265,0.99999994
266,0.99999994
267,0.99999744
268,6.722648e-05
269,0.99999994
270,0.99999994
271,0.99999994
272,0.99999994
273,0.99999994
274,0.99999994
275,9.0438897e-26
276,1.260857e-24
277,0.99999994
278,0.9999983
279,0.99999994
280,0.99999994
281,0.99999994
282,0.99999994
283,0.99999994
284,0.99999994
285,0.9999953
286,0.99999994
287,0.27960634
288,0.99999994
289,0.0
290,9.3735325e-34
291,1.3754001e-07
292,0.99999994
293,0.99999994
294,0.99999994
295,0.99999994
296,0.99999994
297,0.99999994
298,0.99999994
299,0.99999994
300,5.269905e-05
301,1.1189194e-26
302,0.9632664
303,2.7550944e-09
304,7.245842e-06
305,0.53605396
306,0.99999994
307,0.99999994
308,0.99999994
309,0.99999994
310,0.99999994
311,7.6478053e-25
312,0.99999994
313,5.1819303e-19
314,0.99999994
315,5.953722e-28
316,0.99999994
317,0.99999994
318,0.99850833
319,0.99999994
320,0.99999994
321,0.9999024
322,0.35820922
323,0.008133937
324,1.3367521e-20
325,0.9999998
326,0.99999994
327,0.99999994
328,0.99999994
329,0.99999994
330,7.459684e-21
331,0.99999994
332,2.5667817e-09
333,0.99999887
334,0.9999873
335,0.99999994
336,7.347988e-15
337,0.0022724334
338,0.9629878
339,0.0010649911
340,0.9978265
341,0.99999994
342,0.9999998
343,0.10617632
344,0.99999994
345,0.99999994
346,0.99999994
347,0.99999994
348,0.99999994
349,0.99999994
350,0.99999994
351,0.99999994
352,1.911336e-11
353,2.9763882e-07
354,0.99999994
355,0.0154248085
356,1.8561141e-21
357,0.99999994
358,1.637234e-27
359,0.99999994
360,0.9999973
361,0.99999994
362,0.99999994
363,5.0618242e-30
364,0.99970424
365,0.9247552
366,6.7046486e-08
367,0.99999994
368,0.99999994
369,0.99999994
370,1.196893e-06
371,6.7776167e-34
372,0.99999994
373,0.99999994
374,0.99999994
375,0.99999994
376,0.9999791
377,0.99999994
378,2.3532293e-16
379,4.3313904e-08
380,0.99999994
381,9.856551e-13
382,0.99999994
383,0.99999994
384,0.99999994
385,2.54855e-10
386,0.99999994
387,0.99999446
388,0.99999994
389,0.54795074
390,0.99999994
391,0.99999994
392,0.99999994
393,1.2889204e-34
394,0.99999994
395,1.3402611e-25
396,5.8086194e-21
397,0.004115822
398,4.9258286e-10
399,2.7979563e-10
400,0.99999994
401,0.99999994
402,2.3035367e-38
403,0.99999994
404,1.4416909e-06
405,0.00034296635
406,0.64915067
407,0.99999994
408,0.99999994
409,0.93969303
410,0.99999994
411,3.2054135e-09
412,7.306305e-10
413,0.99999994
414,0.0007987098
415,1.513406e-17
416,0.99249744
