,0
0,0.9637677
1,0.7336151
2,0.47465846
3,0.9687139
4,0.76251745
5,0.9960975
6,0.6987497
7,0.9323917
8,0.0062520783
9,0.9016954
10,0.011349028
11,0.9498748
12,0.913698
13,0.92314214
14,0.85053754
15,0.081984304
16,0.9552278
17,0.7725034
18,0.048114117
19,0.9033308
20,0.94608486
21,0.32741168
22,0.8623351
23,0.9784886
24,0.99867225
25,0.99021155
26,0.9169568
27,0.9880566
28,0.9999005
29,0.9177631
30,0.9917082
31,0.29165798
32,0.8741267
33,0.9810006
34,0.8723497
35,0.6768076
36,0.8516058
37,0.5836108
38,0.9951507
39,0.4074838
40,0.9854958
41,0.99383533
42,0.6411122
43,0.9995405
44,0.9920121
45,0.017335642
46,0.026251888
47,0.64475274
48,0.52541286
49,0.0013690796
50,0.054803327
51,0.9998684
52,0.99948364
53,0.00047816397
54,0.7345824
55,0.99866164
56,0.9934443
57,0.99901134
58,0.27170134
59,0.0028657862
60,0.543725
61,0.99945366
62,0.9822785
63,0.8212708
64,0.65488
65,0.59456736
66,0.85862327
67,0.99477696
68,0.99019235
69,0.689928
70,0.02221813
71,0.24457121
72,0.8681254
73,0.75992703
74,0.99848425
75,0.021718688
76,0.9863065
77,0.62992215
78,0.53389347
79,0.98668504
80,0.99090636
81,0.9483066
82,0.5588056
83,0.5918626
84,0.9504984
85,0.027194293
86,0.5448043
87,0.96035635
88,0.6697658
89,0.99495286
90,0.88985425
91,0.99693716
92,0.6659701
93,0.12544334
94,0.99240905
95,0.98477924
96,0.010694269
97,0.995087
98,0.7917673
99,0.99974024
100,0.9907227
101,0.68531954
102,0.5244856
103,0.07992649
104,0.10459928
105,0.19507428
106,0.99938923
107,0.97070146
108,0.15213528
109,0.33859697
110,0.99918705
111,0.12479109
112,0.5338602
113,0.9965292
114,0.99363804
115,0.21529852
116,0.2263503
117,0.2827252
118,0.18677634
119,0.69416815
120,0.9669115
121,0.98273087
122,0.988647
123,0.9840867
124,0.3397318
125,0.0037084455
126,0.019909902
127,0.810664
128,0.0028344004
129,0.62176895
130,0.002631723
131,0.9945712
132,0.9972885
133,0.9947344
134,0.88842595
135,0.88774383
136,0.21448074
137,0.99536383
138,0.06468856
139,0.18151405
140,0.004954355
141,0.48564383
142,0.99997646
143,0.98151004
144,0.792702
145,0.76347023
146,0.9924041
147,0.5552325
148,0.9347108
149,0.828515
150,0.057292037
151,0.9633024
152,0.018469686
153,0.11169255
154,0.35019168
155,0.66008604
156,0.21471806
157,0.9673334
158,0.0035747816
159,0.7591541
160,0.02410131
161,0.94778126
162,0.8111316
163,0.8680623
164,0.9861625
165,0.96522003
